"name","id","Taxa de desocupação - 18 anos ou mais 2010","Taxa de desocupação - 18 a 24 anos 2010","Taxa de desocupação - 25 a 29 anos 2010","IDHM 1991","IDHM 2000","IDHM 2010","IDHM Renda 1991","IDHM Renda 2000","IDHM Renda 2010","% de 0 a 5 anos na escola 2010","% de 18 a 24 anos na escola 2010","% de 25 a 29 anos na escola 2010","Taxa de frequência bruta à pré-escola 2010","Taxa de frequência bruta ao superior 2010","Taxa de frequência líquida à pré-escola 2010","Taxa de frequência líquida ao superior 2010","Renda per capita 1991","Renda per capita 2000","Renda per capita 2010",,,,,,,,
"Campo Alegre de Goiás",5204805,5.15,11.63,4.98,466,608,694,684,693,702,37,20.64,3.25,71.75,16.05,67.39,10.99,564.82,596.02,632.7,,,,,,,,
"Campo Alegre de Lourdes",2905909,7.21,16.16,10.49,273,365,557,496,505,516,35,30.25,10.53,50.33,9.03,45.01,4.12,174.75,185.85,199.01,,,,,,,,
"Campo Alegre do Fidalgo",2202117,38.45,56.85,43.81,0.14,277,537,337,0.4,528,38,33.18,7.14,64.49,3.03,55.53,0.87,64.97,96.2,213.61,,,,,,,,
"Campo Azul",3111150,4.98,14.58,9.62,337,488,621,513,0.53,0.55,45,22.26,9.27,58.46,8.66,56.18,3.13,194.47,216.94,244.97,,,,,,,,
"Campo Belo",3111200,5.25,12.12,5.97,488,632,711,581,659,706,41,30.6,11.13,58.68,22.19,48.34,13.99,296.7,482.12,646.71,,,,,,,,
"Campo Belo do Sul",4203402,2.2,3.81,0.94,344,488,641,472,0.58,648,32,27.6,22.02,43.06,17.46,43.06,5.75,150.81,294.73,450.29,,,,,,,,
"Campo Bom",4303905,2.87,4.57,2.36,517,669,745,663,725,755,53,23.23,10.89,54.45,28.99,45.28,14.59,493.85,726.27,879.65,,,,,,,,
"Campo Bonito",4104055,3.22,7.04,2.71,371,512,681,511,548,0.69,47,25.04,4.38,58.32,15.43,50.51,8.61,192.39,241.69,585.04,,,,,,,,
"Campo do Brito",2801009,3.92,6.24,7.7,343,468,621,485,0.53,625,61,29.05,15.51,100.85,17.15,63.67,7.63,163.73,216.94,391.94,,,,,,,,
"Campo do Meio",3111309,5.93,13.29,6.84,431,576,683,579,625,655,26,29.29,7.62,39.41,22.79,39.41,16.1,293.91,391.69,472.71,,,,,,,,
"Campo do Tenente",4104105,5.67,9.57,5.78,383,0.55,686,508,574,661,33,16.85,7.13,57.98,14.67,57.07,7.36,188.7,284.74,488.06,,,,,,,,
"Campo Erê",4203501,4.62,10.24,1.29,384,0.56,0.69,512,0.6,702,48,24.15,8.28,64.18,27.83,60,14.55,193.18,334.69,631.08,,,,,,,,
"Campo Florido",3111408,6.44,15.33,6.85,507,587,706,661,639,735,38,24.75,5.17,76.71,20.17,72.65,12.78,488.48,425.88,774.88,,,,,,,,
"Campo Formoso",2906006,7.89,14.42,11.15,261,421,586,414,499,566,53,31.42,16.7,76.95,14.4,53.96,5.5,105.25,178.76,270.05,,,,,,,,
"Campo Grande",2701506,6.37,15.19,11.62,214,337,524,357,427,502,37,30.98,12.12,58.05,3.17,47.27,1.84,73.75,114.38,181.54,,,,,,,,
"Campo Grande",5002704,5.89,13.45,6.87,563,673,784,703,736,0.79,47,32.45,16.05,53,42.99,43.28,20.6,633.42,782.39,1089.37,,0.79,,1111.65,,0.79,,1068.59
"Campo Grande do Piauí",2202133,6.65,14.23,5.09,191,0.35,0.56,414,439,545,44,35.35,11.02,56.81,21.17,50.52,11.42,105.39,122.69,237.66,,,,,,,,
"Campo Largo",4104204,4.29,9.25,5.2,486,639,745,615,674,0.73,44,24.88,11.84,64.8,30.54,54.46,14.96,368.38,530.78,749.21,,,,,,,,
"Campo Largo do Piauí",2202174,2.49,5.98,0.86,0.16,336,528,292,367,479,48,27.76,7.39,39.42,2.88,34.4,1.42,49.23,78.44,158.02,,,,,,,,
"Campo Limpo de Goiás",5204854,3.06,6.38,5.56,324,495,661,545,583,654,26,26.96,15.85,38.26,15.75,31.92,8.25,236.95,301.89,467.42,,,,,,,,
"Campo Limpo Paulista",3509601,8.87,16.86,8.83,507,678,769,672,711,733,46,24.55,13.25,86.24,30.95,74.53,13.84,523.35,667.87,767.85,,,,,,,,
"Campo Magro",4104253,3.36,6.66,4.46,404,579,701,597,647,685,32,17.27,7.17,47.59,15.74,43.72,8.67,329.26,449.09,567.04,,,,,,,,
"Campo Maior",2202208,8.46,22.94,11,397,0.5,656,0.51,545,629,55,42.69,20.75,81.24,30.43,65.21,15.78,190.9,237.51,401.74,,,,,,,,
"Campo Mourão",4104303,5.89,12.42,7.42,524,675,757,637,682,749,57,32.15,12.78,81.2,38.78,61.97,20.35,421.49,559.12,843.42,,,,,,,,
"Campo Novo",4304002,3.35,7.25,4.07,477,568,703,0.55,604,677,42,28.66,15.37,68.81,35.89,61.47,15.85,245.59,343.14,539.04,,,,,,,,
"Campo Novo de Rondônia",1100700,2.88,5.71,3.06,293,432,593,496,623,667,14,17.04,6,25.46,6.18,24.88,2.39,174.67,385.24,507.69,,,,,,,,
"Campo Novo do Parecis",5102637,5.46,9.87,5.47,495,595,734,676,709,745,41,23.14,12.76,43.09,24.58,36.51,9.74,537.67,657.92,823.32,,,,,,,,
"Campo Redondo",2402105,9.4,24.8,15.5,345,479,626,424,492,554,39,19.67,6.11,73.31,9.87,55.29,5.4,111.74,170.89,251.73,,,,,,,,
"Campos Altos",3111507,3.44,9.11,2.56,465,617,702,612,662,0.69,49,23.64,5.64,90.8,17.18,68.81,10.78,359.83,490.98,587.21,,,,,,,,
"Campos Belos",5204904,11.49,22.08,12.89,408,511,692,563,577,661,39,30.95,16.54,57.43,25.26,51.69,11.27,266.41,290.2,487.96,,,,,,,,
"Campos Borges",4304101,4.06,14.55,4.03,428,0.56,708,518,641,704,51,25.71,12.57,54.76,29.73,49.08,13.98,200.71,430.77,637.46,,,,,,,,
"Campos de Júlio",5102686,2.97,3.31,3.25,0.46,636,744,604,697,0.8,41,19.77,8.42,66.12,28.8,61.17,14.23,343.12,611.58,1162.4,,,,,,,,
"Campos do Jordão",3509700,3.72,7.97,6.95,507,653,749,682,728,761,56,18.87,10.94,81.14,20.59,66.57,9.04,555.86,741.15,911.4,,,,,,,,
"Campos dos Goytacazes",3301009,10.19,22.05,11.63,505,618,716,617,662,715,59,32.76,12.8,77.49,26.66,57.85,13.45,371.75,490.87,682.59,,0.72,,696.14,,0.71,,670.07
"Campos Gerais",3111606,2.48,7.14,1.43,412,573,682,565,633,666,38,30.81,10.25,42.76,30.24,39.04,18.2,269.92,411.66,503.91,,,,,,,,
"Campos Lindos",1703842,16.69,20.14,22,138,343,544,0.48,527,578,8,25.81,11.26,9.12,4.07,7.75,0.46,158.54,211.95,292.64,,,,,,,,
"Campos Novos",4203600,3.58,4.62,3.75,483,617,742,597,666,721,41,29.1,12.85,53.8,36.17,44.23,16.23,328.88,504.63,708.77,,,,,,,,
"Campos Novos Paulista",3509809,4.67,13.13,6,411,592,706,576,625,0.67,59,14.82,8.56,81.36,28.55,67.42,12.83,288.24,390.78,516.26,,,,,,,,
"Campos Sales",2302701,5.59,14.86,7.81,314,471,0.63,446,0.55,584,55,29.93,13.13,86.25,22.39,64.4,10.39,128.57,245.47,303.68,,,,,,,,
"Campos Verdes",5204953,11.88,24.36,14.18,0.32,519,654,558,571,608,29,20.39,7.43,56.6,10.99,51.13,5.75,258.23,278.73,351.52,,,,,,,,
"Campo Verde",5102678,5.97,9.39,7.45,521,638,0.75,0.68,717,755,29,28.18,11.85,61.15,30.14,55.27,14.96,549,691.16,878.37,,,,,,,,
"Camutanga",2603603,12.75,20.56,16.54,373,466,606,455,479,0.57,46,29.79,17.67,74.32,20.35,43.56,5.71,135.39,157.79,278.04,,,,,,,,
"Canaã",3111705,1.7,5.18,2.31,358,516,649,404,534,644,26,26.35,5.76,28.99,18.04,27.02,12.7,98.72,221.87,439.71,,,,,,,,
"Canaã dos Carajás",1502152,10.15,14.31,8.68,276,456,673,475,0.6,0.67,33,32.44,18.34,41.47,13.77,35.76,3.93,153.51,335.44,517.33,,,,,,,,
"Canabrava do Norte",5102694,5.41,13.71,9.09,263,486,667,599,607,616,28,18.63,9.8,66.81,5.66,62.68,1.32,331.74,349.71,370.81,,,,,,,,
"Cananéia",3509908,5.18,13.37,7.23,0.45,625,0.72,571,657,677,35,11.79,4.26,69.11,13.4,69.11,5.11,279.51,478.57,540.54,,,,,,,,
"Canapi",2701605,4.1,7,6.6,205,306,506,0.39,378,504,43,26.44,15.7,61.78,8.01,51.79,1.53,90.55,83.83,183.83,,,,,,,,
"Canápolis",2906105,7.54,19,12.43,285,435,565,378,486,531,38,19.52,2.55,62.49,3.01,56.24,1.04,84.07,164.6,217.86,,,,,,,,
"Canápolis",3111804,5.24,11.42,7.93,449,0.57,722,577,623,721,42,19.96,8.15,69.8,16.54,61.27,8.71,289.59,386.34,711.27,,,,,,,,
"Canarana",2906204,6.73,13.78,4.92,296,421,587,484,501,555,46,18.7,7.73,38.96,8.86,34.87,1.99,162.41,180.71,252.39,,,,,,,,
"Canarana",5102702,5.13,8.56,5.31,0.48,565,693,646,693,735,34,29.42,8.9,54.76,19.85,48.4,9.84,444.33,598.73,774.65,,,,,,,,
"Canas",3509957,11.57,20.63,16.03,406,577,704,514,595,646,37,21.3,6.91,59.86,12.52,58.61,5.75,196.25,323.6,444.72,,,,,,,,
"Cana Verde",3111903,4.09,8.94,6.2,375,564,0.65,529,619,652,15,16.97,8.57,26.37,11.35,26.37,5.71,214.65,377.26,463.1,,,,,,,,
"Canavieira",2202251,17.04,34.4,21.33,267,388,583,376,402,525,57,36.83,11.91,41.97,23.85,37.87,8.96,82.83,97.67,209.47,,,,,,,,
"Canavieiras",2906303,11.41,27.04,10.85,318,439,0.59,449,551,596,37,28.52,13.92,56.71,12.53,49.88,3.15,130.8,246.32,325.61,,,,,,,,
"Candeal",2906402,5.74,14.3,8.11,315,453,587,402,464,554,41,27.74,9.08,63.87,7.28,52.56,2.66,97.74,143.49,251.54,,,,,,,,
"Candeias",2906501,18.07,30.73,22.41,408,548,691,553,582,652,47,22.62,8.82,87.82,7.4,59.97,2.74,249.13,300.03,462.57,,,,,,,,
"Candeias",3112000,3.18,4.31,3.06,378,555,678,527,642,699,27,21.38,5.58,58.87,10.82,53.26,9.16,212.08,433.97,621.22,,,,,,,,
"Candeias do Jamari",1100809,4.6,9.18,2.37,366,478,649,595,622,652,28,23.45,10.18,41.19,15.01,38.39,6.84,325.36,384.79,463.63,,,,,,,,
"Candelária",4304200,2.16,6.09,1.95,428,561,674,571,627,699,15,19.8,4.24,18.32,18.44,16.78,11.94,280.11,395.23,620.92,,,,,,,,
"Candiba",2906600,4.89,9.69,9.76,333,463,591,391,461,578,35,27.35,4.12,54.21,11.86,46.88,8.82,91.09,140.48,290.99,,,,,,,,
"Cândido de Abreu",4104402,2.57,7.36,5.19,287,0.46,629,453,533,643,15,20.78,7.27,18.51,14.91,14.94,6.37,133.76,220.44,438.62,,,,,,,,
"Cândido Godói",4304309,1.25,4.73,1.66,491,647,728,531,621,0.72,36,25.83,6.24,68.44,22.99,64.19,15.3,218.33,380.24,706.19,,,,,,,,
"Cândido Mendes",2102606,3.77,5.49,6.38,275,382,561,372,436,0.52,52,37.2,21.08,71.25,17.08,53.33,4.57,81.18,120.85,203.94,,,,,,,,
"Cândido Mota",3510005,6.4,16.11,6.14,519,656,747,651,671,701,50,22.41,7.45,86.48,20.52,78.16,13.9,459.64,519.14,627.55,,,,,,,,
"Cândido Rodrigues",3510104,2.28,7.52,,485,629,789,608,647,747,53,24.79,7.66,73.53,21.54,66.9,18.37,351.72,447.76,837.17,,,,,,,,
"Cândido Sales",2906709,9.91,21.08,11.39,236,423,601,455,535,565,39,21.37,10.34,64.11,12.92,50.84,3.2,135.52,223,268.57,,,,,,,,
"Candiota",4304358,5.85,9.94,6.01,502,622,698,612,0.66,704,23,35.22,18.12,37.79,19.12,35.33,10.81,360.68,487.24,638.77,,,,,,,,
"Candói",4104428,4.57,11.02,5.16,309,509,635,524,0.61,655,27,24.52,9.72,40.06,21.48,37.43,9.71,208.71,355.87,472.4,,,,,,,,
"Canela",4304408,3.89,8.18,3.3,494,638,748,634,697,738,33,20.73,7.93,42.76,28.53,40,13.78,413.97,611.63,787.78,,,,,,,,
"Canelinha",4203709,1.57,2.79,1.59,493,618,697,599,666,723,48,22.2,6.47,89.07,15.76,72.92,11.41,332.39,505.59,721.27,,,,,,,,
"Canguaretama",2402204,15.47,28.78,18.36,306,418,579,427,0.47,557,46,25.53,8.82,70.72,9.35,51.21,4.77,113.99,148.79,256.22,,,,,,,,
"Canguçu",4304507,2.67,6.68,4.36,381,516,0.65,555,607,683,19,19.45,7.34,30.2,17.38,28.87,9.79,252.47,349.75,562.54,,,,,,,,
"Canhoba",2801108,3.35,5.75,10.59,318,411,569,431,451,553,40,35.03,8.65,89.52,7.01,81.03,5.49,116.64,132.42,249.3,,,,,,,,
"Canhotinho",2603702,6.01,11.87,7.42,264,395,541,441,0.49,543,27,20.34,8.07,48.72,8.04,43.13,2.88,124.65,169.06,234.75,,,,,,,,
"Canindé",2302800,9.63,18.12,10.64,302,448,612,439,475,571,49,24.21,10.95,71.12,9.08,60.19,3.75,122.54,153.77,278.9,,,,,,,,
"Canindé de São Francisco",2801207,10.58,20.13,15.39,233,381,567,443,507,566,36,26.15,12.02,60.47,9.8,53.33,3.62,126.17,187.14,270.17,,,,,,,,
"Canitar",3510153,6.74,15.78,9.93,0.37,545,0.68,526,583,658,47,21.56,6.64,93.03,21.17,65.78,12.52,211.71,301.02,480.52,,,,,,,,
"Canoas",4304606,6.03,12,6.71,556,665,0.75,671,719,768,31,33.37,19.25,35.15,42,28.96,16.94,521.5,703.5,952.13,,0.77,,980.58,,0.76,,925.68
"Canoinhas",4203808,4.69,12.9,4.9,506,0.64,757,576,665,717,39,29.77,11.07,63.35,33.35,57.33,17.25,289.1,500.86,692.87,,,,,,,,
"Cansanção",2906808,4.53,10.74,4.73,251,349,557,459,425,0.53,42,30.39,11.03,75.9,7.36,59.26,3.12,139.37,112.83,216.24,,,,,,,,
"Cantá",1400175,5.4,10.85,6.9,301,499,619,529,0.55,581,39,29.9,13,44.83,18.92,38.46,4.17,215.73,245.1,297.59,,,,,,,,
"Cantagalo",3112059,9.55,14.32,12.74,0.32,488,631,453,522,598,22,25.6,8.04,49.56,9.69,49.56,5.31,134.08,206.59,329.9,,,,,,,,
"Cantagalo",3301108,3.66,7.18,1.58,472,612,709,598,668,705,47,37.69,8.13,103.26,25.59,76.11,15.09,331.14,511.26,641.61,,,,,,,,
"Cantagalo",4104451,6.34,15.87,3.94,334,516,635,514,582,638,38,23.51,9.37,58.13,19.07,48.63,8.87,195.95,298.39,424.57,,,,,,,,
"Cantanhede",2102705,12.52,21.26,17.52,293,378,565,389,363,497,45,28.95,12.47,69.78,8.45,51.75,2.75,89.98,76.69,176.61,,,,,,,,
"Canto do Buriti",2202307,10.27,15.41,8.6,314,426,576,452,522,571,28,32.07,12.32,62.6,18.91,54.33,8.91,133.6,205.42,279.71,,,,,,,,
"Canudos",2906824,6.27,10.3,12.84,254,379,562,402,456,554,39,25,8.37,65.34,11.98,57.61,3.74,97.67,136.36,251.59,,,,,,,,
"Canudos do Vale",4304614,0.69,1.03,1.91,391,556,713,554,615,751,36,21.7,6.66,64.42,13.71,60.17,7.35,250.9,367.82,854.58,,,,,,,,
"Canutama",1300904,4.6,12.29,9.6,212,0.38,0.53,449,442,522,28,27,8.24,35.4,3.46,33.4,1.61,130.91,125.27,206.44,,,,,,,,
"Capanema",1502202,8.97,17.88,9.68,425,533,655,546,572,0.61,46,30.24,10.33,79.97,10.03,62.43,4.34,239.77,281.25,356.27,,,,,,,,
"Capanema",4104501,2.26,5.19,3.63,488,607,706,555,651,719,37,27.18,8.69,17.15,25.84,14.77,12.51,253.62,460.51,701.11,,,,,,,,
"Capão Alto",4203253,4.78,14.64,7.69,321,506,654,453,606,0.68,38,26.75,8.13,54.78,10.92,54.78,6.36,133.74,347.71,550.84,,,,,,,,
"Capão Bonito",3510203,7.46,16.31,9.85,428,579,721,596,0.62,675,42,14.98,6.8,83.12,17.92,71.3,7.22,325.89,379.53,534.75,,,,,,,,
"Capão Bonito do Sul",4304622,1.02,5.69,,442,531,637,518,0.64,654,23,26.81,12.69,41.12,22.4,41.12,12.78,200.52,429.47,468.49,,,,,,,,
"Capão da Canoa",4304630,5.91,13.61,4.24,526,639,743,638,698,756,37,22.34,9.39,52.75,27.01,43.46,11.97,423.32,614.43,884.47,,,,,,,,
"Capão do Cipó",4304655,2.17,2.75,6.58,383,561,672,559,597,639,21,28.24,6.28,59.91,31.23,55.47,19.74,259.87,328.46,426.09,,,,,,,,
"Capão do Leão",4304663,8.15,20.46,8.33,413,542,637,542,607,662,15,20.24,10.63,30.97,20.47,24.45,10.91,233.74,349.63,493.36,,,,,,,,
"Caparaó",3112109,1.52,3.44,0.89,368,519,624,546,609,614,23,15.26,3.83,40.47,10.7,38.27,6.57,238.58,353.96,364.52,,,,,,,,
"Capela",2701704,10.67,20.65,13.68,288,379,573,419,464,554,37,30.31,10.44,55.53,12.65,49.51,5.54,108.3,143.42,251.36,,,,,,,,
"Capela",2801306,14.54,27.82,20.21,0.35,444,615,468,479,596,37,27.35,7.53,80.23,12.57,65.1,5.87,147.16,157.7,326.55,,,,,,,,
"Capela de Santana",4304689,4.86,6.27,5.64,416,534,661,588,619,675,31,25.45,9.69,47.45,23.1,46.15,12.36,309.72,376.26,533.88,,,,,,,,
"Capela do Alto",3510302,5.61,9.5,8.81,433,573,699,614,622,673,34,14.49,6.28,74.33,19.06,71.06,8.73,364.1,382.97,526.28,,,,,,,,
"Capela do Alto Alegre",2906857,6.18,11.61,7.56,0.28,456,599,459,529,582,36,22.75,8.42,71.04,12.46,65.25,3.9,139.05,215.52,299.05,,,,,,,,
"Capela Nova",3112208,2.96,5.26,3.22,414,483,648,502,537,602,29,17.51,2.92,69.46,20.3,67.95,9.36,181.33,225.53,338.43,,,,,,,,
"Capelinha",3112307,5.23,9.21,3.67,355,0.49,653,513,574,641,34,21.13,9.12,58.05,11.91,48.18,5.77,195.24,284.94,432.55,,,,,,,,
"Capetinga",3112406,4.04,8.09,7.22,396,0.58,675,587,653,0.68,18,26.69,17.33,37.32,20.57,37.32,10.99,308.19,465.41,549.97,,,,,,,,
"Capim",2504033,21.55,28.29,27.61,175,0.33,533,385,437,0.52,37,21.53,16.02,84.78,9.22,69.19,2.31,87.89,121.73,203.67,,,,,,,,
"Capim Branco",3112505,6.22,16.6,8.41,479,588,695,565,603,664,38,22,6.29,78.88,11.81,67.12,6.99,269.07,340.73,497.48,,,,,,,,
"Capim Grosso",2906873,9.34,19.38,7.92,293,444,621,442,529,0.62,33,20.58,11.19,85.01,9.45,65.94,3.5,125.41,215.1,378.85,,,,,,,,
"Capinópolis",3112604,8.97,18.94,9.03,0.47,629,723,616,661,747,31,25.72,12.1,65.37,25.1,63.27,11.9,368.92,489.88,834.14,,,,,,,,
"Capinzal",4203907,3.37,6.4,5.45,504,628,752,598,673,742,58,24.73,12.04,103.28,29.12,81.42,15.03,331.32,528.25,811.66,,,,,,,,
"Capinzal do Norte",2102754,4.72,10.2,9.18,274,367,537,399,425,517,49,26.12,15.45,96.34,15.74,62.91,3.48,95.95,112.64,200.15,,,,,,,,
"Capistrano",2302909,6.59,15.92,4.11,277,457,611,408,432,527,57,21.87,7.26,73.34,10.64,58,5.25,101.42,117.36,211.95,,,,,,,,
"Capitão",4304697,0.23,,1.25,398,614,746,0.57,676,747,73,14.83,13.75,97.01,21.23,76.13,8.73,277,536.35,835.57,,,,,,,,
"Capitão Andrade",3112653,6.26,10.28,8.74,304,494,624,485,526,0.63,43,19.19,5.96,66.75,9.73,58.51,3.49,164.12,211.31,403.35,,,,,,,,
"Capitão de Campos",2202406,4.53,10.87,6.59,294,396,583,0.41,442,552,48,26.17,13.33,74.26,18.4,70.29,8.18,102.83,125.48,248.79,,,,,,,,
"Capitão Enéas",3112703,12.55,25.63,12.48,367,506,639,493,519,573,37,17.64,8.11,61.36,7.58,56.35,2.73,171.9,201.98,282.97,,,,,,,,
"Capitão Gervásio Oliveira",2202455,5.37,13.32,7.94,121,288,553,317,0.42,503,44,19.01,9.86,54.27,11.61,49.23,0.83,57.49,109.07,182.53,,,,,,,,
"Capitão Leônidas Marques",4104600,5.94,13.04,11,415,626,716,0.53,664,712,19,20.92,6.58,15.55,22.45,13.35,12.31,216.34,497.3,670.16,,,,,,,,
"Capitão Poço",1502301,5.85,9.6,8.25,279,379,548,447,502,573,32,32.74,11.02,52.26,8.38,44.52,2.75,129.48,182.2,283.1,,,,,,,,
"Capitólio",3112802,1.8,2.06,2.59,489,618,0.71,606,663,709,43,34.37,10.7,80.9,26.5,77.62,17.14,346.38,494.16,658.77,,,,,,,,
"Capivari",3510401,5.32,9.46,5.35,565,655,0.75,705,702,744,40,22.42,11.25,69.06,24.66,59.71,11.32,644,631.78,820.46,,,,,,,,
"Capivari de Baixo",4203956,3.11,8.53,1.27,554,672,767,585,651,724,50,27.82,15.74,81.51,35.5,71.44,15.65,305.37,459.74,723.04,,,,,,,,
"Capivari do Sul",4304671,4.12,6.64,2.93,511,658,766,651,745,805,43,25.64,7.71,87.31,31.45,70.12,14.17,460.97,823.36,1196.47,,,,,,,,
"Capixaba",1200179,3.74,5.73,6.79,183,365,575,514,538,601,21,29.48,10.98,50.75,5.92,44.56,0.69,195.72,227.36,336.17,,,,,,,,
"Capoeiras",2603801,3.69,8.05,5.34,0.27,406,549,433,464,529,29,26.24,8.34,34.71,6.58,24.84,2.85,118.22,143.8,215.71,,,,,,,,
"Caputira",3112901,5.89,12.15,6.96,0.3,529,615,444,605,609,22,18.81,3.39,42.17,13.46,39.65,8.24,126.84,346.19,353.65,,,,,,,,
"Caraá",4304713,0.94,2.82,0.59,0.37,508,652,523,578,661,23,16.96,7.73,26.9,17.64,23.95,6.42,207.1,291.31,490.65,,,,,,,,
"Caracaraí",1400209,8.48,19.53,9.24,405,521,624,588,594,601,35,28.94,12.85,35.64,22.26,28.93,6.08,309.85,322,336.05,,,,,,,,
"Caracol",2202505,10.38,15.96,8.45,257,385,552,397,451,533,43,35.63,7.34,75.53,10.79,63.99,4.77,94.78,132.57,221.08,,,,,,,,
"Caracol",5002803,2.24,7.15,0.87,379,484,647,507,562,628,36,9.72,3.42,74.56,10.92,55,3.88,187.87,264.01,399.46,,,,,,,,
"Caraguatatuba",3510500,6.75,12.97,5.38,519,685,759,673,709,735,58,19.47,11.25,76.27,23.65,67.38,8.91,527.07,657.88,773.99,,,,,,,,
"Caraí",3113008,9.24,10.67,15.32,249,424,558,422,487,549,16,28.83,14.9,33.5,5.65,31.11,3.16,110.6,165.93,244.29,,,,,,,,
"Caraíbas",2906899,6.14,12.98,3.86,167,322,555,363,0.47,0.57,30,20.17,4.69,48.95,3.54,46.11,1.35,76.66,149.02,277.97,,,,,,,,
"Carambeí",4104659,6.38,12.26,7.13,455,647,728,607,677,721,35,17.39,9.97,38.18,22.3,33.63,10.18,349.58,539.54,711.5,,,,,,,,
"Caranaíba",3113107,5.12,18.13,2.51,342,535,634,432,524,593,23,18.38,7.25,56.63,8.19,56.63,1.59,117.92,208.77,319.88,,,,,,,,
"Carandaí",3113206,10.11,18.55,14.54,409,572,697,538,594,663,33,22.46,6.67,92.31,18.54,80.43,10.98,227.38,322.01,495.09,,,,,,,,
"Carangola",3113305,6.26,13.19,5.73,499,637,695,581,702,699,50,28.11,8.56,83.72,20.44,63.75,11.29,297.95,630.82,618.24,,,,,,,,
"Carapebus",3300936,12.07,22.73,16.06,412,579,713,548,629,699,41,27.67,9.27,104.42,19.38,80.32,10.58,241.62,402.08,620.35,,,,,,,,
"Carapicuíba",3510609,8.63,16.03,8.7,519,644,749,678,684,721,45,26.77,17.16,75.69,29.25,63.35,12.78,542.45,565.95,712.78,,0.73,,726.88,,0.72,,699.5
"Caratinga",3113404,6.65,14.12,8.63,442,606,706,567,659,697,36,28.68,10.16,58,28.97,53.91,17.41,272.96,481.74,610.29,,,,,,,,
"Carauari",1301001,3.92,7.72,4.3,268,344,549,465,481,534,20,30.93,13.29,38.68,4.56,35.7,3.27,144.53,160.01,222.32,,,,,,,,
"Caraúbas",2402303,10.34,26.53,15,328,0.46,638,419,495,594,53,27.77,10.33,79.12,20.82,63.75,8.72,108.69,173.83,321.99,,,,,,,,
"Caraúbas",2504074,3,9.97,3.26,0.3,0.44,585,425,486,0.58,48,22.15,8.94,51.71,20.66,50.09,7.69,112.39,164.66,296.38,,,,,,,,
"Caraúbas do Piauí",2202539,2.94,4.32,5.73,0.12,272,505,328,394,0.48,49,31.96,20.17,80.84,9,60.83,4.23,61.77,92.78,158.13,,,,,,,,
"Caravelas",2906907,13.52,28.78,17.13,271,473,616,467,619,626,49,24.58,14.81,46.85,10.48,45.55,2.17,146.4,376.79,394.43,,,,,,,,
"Carazinho",4304705,6.38,13.16,7.49,562,678,766,649,701,756,46,27.62,12.74,54.64,41.13,47.96,20.48,453.43,625.92,881.73,,,,,,,,
"Carbonita",3113503,5.31,10.51,7.03,308,482,638,451,529,617,30,29.47,15.02,49.57,17.4,48.07,7.79,132.28,214.57,373.05,,,,,,,,
"Cardeal da Silva",2907004,23.99,32.06,32.34,0.27,382,552,432,463,523,33,38.59,10.81,66.23,5.12,63.31,0.62,117.37,142.49,207.42,,,,,,,,
"Cardoso",3510708,5.31,15.87,2.55,504,656,722,629,0.66,695,35,37.67,21.53,51.04,32.3,42.74,20,401.33,485.48,605.99,,,,,,,,
"Cardoso Moreira",3301157,8.44,19.28,6.72,386,0.52,648,475,596,653,55,33.66,9.48,94.37,20.57,71.85,12.37,153.5,327.08,465.04,,,,,,,,
"Careaçu",3113602,5.92,10.91,7.04,0.46,608,683,568,646,666,40,23.4,5.68,85.01,20.3,80,11.46,274.25,444.88,504.96,,,,,,,,
"Careiro",1301100,6.89,16.34,10.28,237,337,557,422,466,515,25,25.51,11.35,19.84,5.67,17.01,0.52,110.51,145.34,197.06,,,,,,,,
"Careiro da Várzea",1301159,4.44,12.89,4.24,248,387,568,492,486,523,28,30.64,15.47,33.05,7.08,28.7,4.07,170.78,164.23,207.18,,,,,,,,
"Cariacica",3201308,8.12,16.03,9.39,497,613,718,586,641,699,35,23.51,11.56,53.71,21.73,48.01,10.14,306.87,432.25,620.89,,0.7,,633.52,,0.7,,608.91
"Caridade",2303006,9.75,19.32,9.18,287,421,592,408,451,528,52,20.38,8.08,54.5,9.61,45.03,4,101.44,132.82,213.18,,,,,,,,
"Caridade do Piauí",2202554,9.07,16.75,10.1,152,349,541,324,434,0.52,57,35.62,11.85,65.26,15.88,56.2,7.09,60.22,119.19,203.34,,,,,,,,
"Carinhanha",2907103,8.31,13.68,9.26,0.25,382,576,395,452,525,22,33.06,16.84,29.32,15.41,26.63,3.51,93.25,133.12,209.51,,,,,,,,
"Carira",2801405,6.77,14.03,6.29,268,397,588,0.48,502,581,45,29.37,10.31,84.5,12.84,64.01,6.1,158.74,181.37,297.74,,,,,,,,
"Cariré",2303105,5.91,10.93,9.02,269,416,596,412,452,537,45,31.72,18.09,86.13,12.15,59.68,4.85,103.96,133.29,225.75,,,,,,,,
"Caririaçu",2303204,6.49,15.92,8.04,245,392,578,365,438,549,41,24.62,7.49,65.73,9.92,56.68,6.2,77.46,122.43,243.1,,,,,,,,
"Cariri do Tocantins",1703867,6.81,9.41,7.81,292,528,662,0.5,623,639,20,28.51,9.9,42.13,22.07,42.13,12.24,179.11,386.4,425.49,,,,,,,,
